kglID,Rank,Platform,Region,Sales
31,32,X360,Other,1.13
31,32,X360,Global,14.64
32,33,3DS,NA,5.17
32,33,3DS,EU,4.05
32,33,3DS,JP,4.34
32,33,3DS,Other,0.79
32,33,3DS,Global,14.35
33,34,PS4,NA,5.77
33,34,PS4,EU,5.81
33,34,PS4,JP,0.35
33,34,PS4,Other,2.31
33,34,PS4,Global,14.24
34,35,PS3,NA,4.99
34,35,PS3,EU,5.88
34,35,PS3,JP,0.65
34,35,PS3,Other,2.52
34,35,PS3,Global,14.03
34,36,X360,NA,8.25
34,36,X360,EU,4.3
34,36,X360,JP,0.07
34,36,X360,Other,1.12
34,36,X360,Global,13.73
35,37,X360,NA,8.52
35,37,X360,EU,3.63
35,37,X360,JP,0.08
35,37,X360,Other,1.29
35,37,X360,Global,13.51
29,38,PS3,NA,5.54
29,38,PS3,EU,5.82
29,38,PS3,JP,0.49
29,38,PS3,Other,1.62
29,38,PS3,Global,13.46
36,39,PS2,NA,6.99
36,39,PS2,EU,4.51
36,39,PS2,JP,0.3
36,39,PS2,Other,1.3
36,39,PS2,Global,13.1
37,40,Wii,NA,6.75
37,40,Wii,EU,2.61
37,40,Wii,JP,2.66
37,40,Wii,Other,1.02
37,40,Wii,Global,13.04
31,41,PS3,NA,5.98
31,41,PS3,EU,4.44
31,41,PS3,JP,0.48
31,41,PS3,Other,1.83
31,41,PS3,Global,12.73
38,42,DS,NA,2.55
38,42,DS,EU,3.52
38,42,DS,JP,5.33
38,42,DS,Other,0.88
38,42,DS,Global,12.27
39,43,3DS,NA,4.74
39,43,3DS,EU,3.91
39,43,3DS,JP,2.67
39,43,3DS,Other,0.89
39,43,3DS,Global,12.21
40,44,X360,NA,7.97
40,44,X360,EU,2.83
40,44,X360,JP,0.13
40,44,X360,Other,1.21
40,44,X360,Global,12.14
41,45,PS4,NA,3.8
41,45,PS4,EU,5.81
41,45,PS4,JP,0.36
41,45,PS4,Other,2.02
41,45,PS4,Global,11.98
42,46,DS,NA,4.4
42,46,DS,EU,2.77
42,46,DS,JP,3.96
42,46,DS,Other,0.77
42,46,DS,Global,11.9
43,47,N64,NA,6.91
43,47,N64,EU,2.85
43,47,N64,JP,1.91
43,47,N64,Other,0.23
43,47,N64,Global,11.89
44,48,PS2,NA,3.01
44,48,PS2,EU,0.01
44,48,PS2,JP,1.1
44,48,PS2,Other,7.53
44,48,PS2,Global,11.66
45,49,Wii,NA,6.16
45,49,Wii,EU,3.4
45,49,Wii,JP,1.2
45,49,Wii,Other,0.76
45,49,Wii,Global,11.52
46,50,3DS,NA,4.23
46,50,3DS,EU,3.37
46,50,3DS,JP,3.08
46,50,3DS,Other,0.65
46,50,3DS,Global,11.33
47,51,GB,NA,6.16
47,51,GB,EU,2.04
47,51,GB,JP,2.69
47,51,GB,Other,0.29
47,51,GB,Global,11.18
48,52,X360,NA,6.76
48,52,X360,EU,3.1
48,52,X360,JP,0.14
48,52,X360,Other,1.03
48,52,X360,Global,11.02
49,53,PS,NA,4.02
49,53,PS,EU,3.87
49,53,PS,JP,2.54
49,53,PS,Other,0.52
49,53,PS,Global,10.95
50,54,3DS,NA,4.89
50,54,3DS,EU,2.99
50,54,3DS,JP,2.13
50,54,3DS,Other,0.78
50,54,3DS,Global,10.79
51,55,PS3,NA,2.96
51,55,PS3,EU,4.88
51,55,PS3,JP,0.81
51,55,PS3,Other,2.12
51,55,PS3,Global,10.77
35,56,PS3,NA,4.99
35,56,PS3,EU,3.69
35,56,PS3,JP,0.38
35,56,PS3,Other,1.63
35,56,PS3,Global,10.69
48,57,PS3,NA,4.76
48,57,PS3,EU,3.76
48,57,PS3,JP,0.44
48,57,PS3,Other,1.62
48,57,PS3,Global,10.57
52,58,SNES,NA,5.99
52,58,SNES,EU,2.15
52,58,SNES,JP,2.12
52,58,SNES,Other,0.29
52,58,SNES,Global,10.55
53,59,GBA,NA,4.34
53,59,GBA,EU,2.65
53,59,GBA,JP,3.15
53,59,GBA,Other,0.35
53,59,GBA,Global,10.49
54,60,DS,NA,5.08
54,60,DS,EU,3.11
54,60,DS,JP,1.25
54,60,DS,Other,0.98
54,60,DS,Global,10.42
55,61,Wii,NA,6.05
55,61,Wii,EU,3.15
55,61,Wii,JP,0
55,61,Wii,Other,1.07
55,61,Wii,Global,10.26
56,62,X360,NA,6.72
56,62,X360,EU,2.63
56,62,X360,JP,0.04
56,62,X360,Other,0.82
56,62,X360,Global,10.21
57,63,X360,NA,7.03
57,63,X360,EU,1.98
57,63,X360,JP,0.08
57,63,X360,Other,0.78
57,63,X360,Global,9.88
58,64,N64,NA,5.55
58,64,N64,EU,1.94
58,64,N64,JP,2.23
58,64,N64,Other,0.15
58,64,N64,Global,9.87
59,65,3DS,NA,3.66
59,65,3DS,EU,3.07
59,65,3DS,JP,2.47
59,65,3DS,Other,0.63
59,65,3DS,Global,9.82
60,66,X360,NA,6.63
60,66,X360,EU,2.36
60,66,X360,JP,0.04
60,66,X360,Other,0.73
60,66,X360,Global,9.76
61,67,PS,NA,3.01
61,67,PS,EU,2.47
61,67,PS,JP,3.28
61,67,PS,Other,0.96
61,67,PS,Global,9.72
56,68,PS3,NA,4.09
56,68,PS3,EU,3.73
56,68,PS3,JP,0.38
56,68,PS3,Other,1.38
56,68,PS3,Global,9.59
62,69,Wii,NA,5.84
62,69,Wii,EU,2.89
62,69,Wii,JP,0.01
62,69,Wii,Other,0.78
62,69,Wii,Global,9.52
63,70,PS,NA,3.88
63,70,PS,EU,3.42
63,70,PS,JP,1.69
63,70,PS,Other,0.5
63,70,PS,Global,9.49
64,71,X360,NA,5.91
64,71,X360,EU,2.38
64,71,X360,JP,0.13
64,71,X360,Other,0.9
64,71,X360,Global,9.32
65,72,SNES,NA,4.36
65,72,SNES,EU,1.71
65,72,SNES,JP,3
65,72,SNES,Other,0.23
65,72,SNES,Global,9.3
66,73,X360,NA,5.58
66,73,X360,EU,2.83
66,73,X360,JP,0.02
66,73,X360,Other,0.77
66,73,X360,Global,9.2
67,74,3DS,NA,2.01
67,74,3DS,EU,2.32
67,74,3DS,JP,4.36
67,74,3DS,Other,0.41
67,74,3DS,Global,9.09
68,75,DS,NA,4.46
68,75,DS,EU,1.88
68,75,DS,JP,1.98
68,75,DS,Other,0.7
68,75,DS,Global,9.02
69,76,X360,NA,5.03
69,76,X360,EU,2.86
69,76,X360,JP,0.1
69,76,X360,Other,0.85
69,76,X360,Global,8.84
70,77,SNES,NA,3.54
70,77,SNES,EU,1.24
70,77,SNES,JP,3.81
70,77,SNES,Other,0.18
70,77,SNES,Global,8.76
71,78,PS4,NA,1.11
71,78,PS4,EU,6.06
71,78,PS4,JP,0.06
71,78,PS4,Other,1.26
71,78,PS4,Global,8.49
72,79,Wii,NA,1.79
72,79,Wii,EU,3.53
72,79,Wii,JP,2.49
72,79,Wii,Other,0.68
72,79,Wii,Global,8.49
73,80,XB,NA,6.82
73,80,XB,EU,1.53
73,80,XB,JP,0.05
73,80,XB,Other,0.08
73,80,XB,Global,8.49
74,81,Wii,NA,3.81
74,81,Wii,EU,2.3
74,81,Wii,JP,1.58
74,81,Wii,Other,0.73
74,81,Wii,Global,8.42
75,82,DS,NA,2.91
75,82,DS,EU,1.86
75,82,DS,JP,3.14
75,82,DS,Other,0.43
75,82,DS,Global,8.33
76,83,PS3,NA,1.06
76,83,PS3,EU,5.05
76,83,PS3,JP,0.13
76,83,PS3,Other,2.01
76,83,PS3,Global,8.24
77,84,PC,NA,0.98
77,84,PC,EU,6.42
77,84,PC,JP,0
77,84,PC,Other,0.71
77,84,PC,Global,8.11
78,85,N64,NA,5.8
78,85,N64,EU,2.01
78,85,N64,JP,0.13
78,85,N64,Other,0.15
78,85,N64,Global,8.09
79,86,Wii,NA,2.58
79,86,Wii,EU,3.9
79,86,Wii,JP,0.66
79,86,Wii,Other,0.91
79,86,Wii,Global,8.06
80,87,PS2,NA,2.91
80,87,PS2,EU,2.07
80,87,PS2,JP,2.73
80,87,PS2,Other,0.33
80,87,PS2,Global,8.05
81,88,PS,NA,2.28
81,88,PS,EU,1.72
81,88,PS,JP,3.63
81,88,PS,Other,0.23
81,88,PS,Global,7.86
82,89,DS,NA,2.82
82,89,DS,EU,1.78
82,89,DS,JP,2.69
82,89,DS,Other,0.55
82,89,DS,Global,7.84
83,90,2600,NA,7.28
83,90,2600,EU,0.45
83,90,2600,JP,0
83,90,2600,Other,0.08
83,90,2600,Global,7.81
84,91,PSP,NA,2.9
84,91,PSP,EU,2.83
84,91,PSP,JP,0.24
84,91,PSP,Other,1.75
84,91,PSP,Global,7.72
85,92,Wii,NA,3.66
85,92,Wii,EU,2.42
85,92,Wii,JP,0.98
85,92,Wii,Other,0.64
85,92,Wii,Global,7.69
86,93,PS4,NA,2.93
86,93,PS4,EU,3.29
86,93,PS4,JP,0.22
86,93,PS4,Other,1.23
86,93,PS4,Global,7.67
87,94,PS4,NA,2.8
87,94,PS4,EU,3.3
87,94,PS4,JP,0.14
87,94,PS4,Other,1.37
87,94,PS4,Global,7.6
88,95,N64,NA,4.1
88,95,N64,EU,1.89
88,95,N64,JP,1.45
88,95,N64,Other,0.16
88,95,N64,Global,7.6
89,96,PS,NA,3.78
89,96,PS,EU,2.17
89,96,PS,JP,1.31
89,96,PS,Other,0.31
89,96,PS,Global,7.58
90,97,NES,NA,5.39
90,97,NES,EU,1.18
90,97,NES,JP,0.7
90,97,NES,Other,0.19
90,97,NES,Global,7.46
91,98,3DS,NA,3.24
91,98,3DS,EU,1.35
91,98,3DS,JP,2.42
91,98,3DS,Other,0.43
91,98,3DS,Global,7.45
92,99,X360,NA,4.79
92,99,X360,EU,1.9
92,99,X360,JP,0
92,99,X360,Other,0.69
92,99,X360,Global,7.37
93,100,X360,NA,4.46
93,100,X360,EU,2.13
93,100,X360,JP,0.06
93,100,X360,Other,0.69
93,100,X360,Global,7.34
94,101,Wii,NA,3.83
94,101,Wii,EU,2.19
94,101,Wii,JP,0.6
94,101,Wii,Other,0.7
94,101,Wii,Global,7.31
33,102,XOne,NA,4.52
33,102,XOne,EU,2.09
33,102,XOne,JP,0.01
33,102,XOne,Other,0.67
33,102,XOne,Global,7.3
95,103,Wii,NA,3.51
95,103,Wii,EU,3.03
95,103,Wii,JP,0
95,103,Wii,Other,0.73
95,103,Wii,Global,7.27
93,104,PS3,NA,2.85
93,104,PS3,EU,2.93
93,104,PS3,JP,0.35
93,104,PS3,Other,1.1
93,104,PS3,Global,7.23
96,105,PS2,NA,3.27
96,105,PS2,EU,2.83
96,105,PS2,JP,0.08
96,105,PS2,Other,1.02
96,105,PS2,Global,7.2
97,106,PS,NA,3.27
97,106,PS,EU,2.22
97,106,PS,JP,1.4
97,106,PS,Other,0.29
97,106,PS,Global,7.16
98,107,PS,NA,3.68
98,107,PS,EU,1.75
98,107,PS,JP,1.42
98,107,PS,Other,0.28
98,107,PS,Global,7.13
99,108,GC,NA,4.41
99,108,GC,EU,1.04
99,108,GC,JP,1.39
99,108,GC,Other,0.22
99,108,GC,Global,7.07
100,109,WiiU,NA,3.13
100,109,WiiU,EU,2.07
100,109,WiiU,JP,1.27
100,109,WiiU,Other,0.49
100,109,WiiU,Global,6.96
101,110,PS4,NA,2.47
101,110,PS4,EU,3.15
101,110,PS4,JP,0.24
101,110,PS4,Other,1.1
101,110,PS4,Global,6.96
102,111,GC,NA,4.12
102,111,GC,EU,1.77
102,111,GC,JP,0.87
102,111,GC,Other,0.19
102,111,GC,Global,6.95
103,112,Wii,NA,4.14
103,112,Wii,EU,2.21
103,112,Wii,JP,0
103,112,Wii,Other,0.56
103,112,Wii,Global,6.91
104,113,PS3,NA,0.78
104,113,PS3,EU,4.32
104,113,PS3,JP,0.07
104,113,PS3,Other,1.73
104,113,PS3,Global,6.9
105,114,PS2,NA,2.71
105,114,PS2,EU,3.02
105,114,PS2,JP,0.08
105,114,PS2,Other,1.09
105,114,PS2,Global,6.9
106,115,PS2,NA,2.93
106,115,PS2,EU,2.75
106,115,PS2,JP,0.17
106,115,PS2,Other,0.99
106,115,PS2,Global,6.83
107,116,PS3,NA,2.77
107,116,PS3,EU,2.8
107,116,PS3,JP,0.19
107,116,PS3,Other,1.06
107,116,PS3,Global,6.83
108,117,PS,NA,3.23
108,117,PS,EU,2.35
108,117,PS,JP,0.94
108,117,PS,Other,0.3
108,117,PS,Global,6.82
109,118,Wii,NA,3.5
109,118,Wii,EU,2.64
109,118,Wii,JP,0
109,118,Wii,Other,0.67
109,118,Wii,Global,6.81
110,119,X360,NA,4.15
110,119,X360,EU,1.92
110,119,X360,JP,0.06
110,119,X360,Other,0.64
110,119,X360,Global,6.76
111,120,PS3,NA,3.27
111,120,PS3,EU,2.25
111,120,PS3,JP,0.21
111,120,PS3,Other,1
111,120,PS3,Global,6.73
64,121,PS3,NA,3.1
64,121,PS3,EU,2.3
64,121,PS3,JP,0.28
64,121,PS3,Other,1.04
64,121,PS3,Global,6.72
112,122,PS3,NA,0.84
112,122,PS3,EU,4.32
112,122,PS3,JP,0.11
112,122,PS3,Other,1.42
112,122,PS3,Global,6.69
113,123,DS,NA,1.67
113,123,DS,EU,2.78
113,123,DS,JP,1.6
113,123,DS,Other,0.62
113,123,DS,Global,6.67
114,124,PS3,NA,2.79
114,124,PS3,EU,2.61
114,124,PS3,JP,0.17
114,124,PS3,Other,1.03
114,124,PS3,Global,6.6
115,125,PS4,NA,0.79
115,125,PS4,EU,4.29
115,125,PS4,JP,0.05
115,125,PS4,Other,1.47
115,125,PS4,Global,6.59
116,126,Wii,NA,3.25
116,126,Wii,EU,1.84
116,126,Wii,JP,1.03
116,126,Wii,Other,0.47
116,126,Wii,Global,6.59
69,127,PS3,NA,2.55
69,127,PS3,EU,2.71
69,127,PS3,JP,0.25
69,127,PS3,Other,1.05
69,127,PS3,Global,6.56
117,128,NES,NA,3.74
117,128,NES,EU,0.93
117,128,NES,JP,1.69
117,128,NES,Other,0.14
117,128,NES,Global,6.51
118,129,PS3,NA,2.64
118,129,PS3,EU,2.56
118,129,PS3,JP,0.16
118,129,PS3,Other,1.14
118,129,PS3,Global,6.5
119,130,XB,NA,4.98
119,130,XB,EU,1.3
119,130,XB,JP,0.08
119,130,XB,Other,0.07
119,130,XB,Global,6.43
120,131,GBA,NA,2.57
120,131,GBA,EU,1.58
120,131,GBA,JP,2.06
120,131,GBA,Other,0.21
120,131,GBA,Global,6.41
121,132,PS2,NA,3.64
121,132,PS2,EU,1.2
121,132,PS2,JP,1.49
121,132,PS2,Other,0.07
121,132,PS2,Global,6.4
122,133,GB,NA,2.55
122,133,GB,EU,1.56
122,133,GB,JP,1.29
122,133,GB,Other,0.99
122,133,GB,Global,6.39
123,134,X360,NA,4.34
123,134,X360,EU,1.35
123,134,X360,JP,0.06
123,134,X360,Other,0.61
123,134,X360,Global,6.36
114,135,X360,NA,3.7
114,135,X360,EU,1.97
114,135,X360,JP,0.09
114,135,X360,Other,0.57
114,135,X360,Global,6.34
124,136,GC,NA,4.01
124,136,GC,EU,1.26
124,136,GC,JP,0.87
124,136,GC,Other,0.17
124,136,GC,Global,6.31
125,137,SNES,NA,2.47
125,137,SNES,EU,0.83
125,137,SNES,JP,2.87
125,137,SNES,Other,0.12
125,137,SNES,Global,6.3
126,138,PC,NA,0.07
126,138,PC,EU,6.21
126,138,PC,JP,0
126,138,PC,Other,0
126,138,PC,Global,6.28
127,139,PS,NA,3.11
127,139,PS,EU,2.8
127,139,PS,JP,0.02
127,139,PS,Other,0.33
127,139,PS,Global,6.27
128,140,X360,NA,3.92
128,140,X360,EU,1.78
128,140,X360,JP,0.03
128,140,X360,Other,0.51
128,140,X360,Global,6.24
129,141,X360,NA,4.05
129,141,X360,EU,1.62
129,141,X360,JP,0.07
129,141,X360,Other,0.49
129,141,X360,Global,6.24
130,142,X360,NA,3.54
130,142,X360,EU,1.9
130,142,X360,JP,0.07
130,142,X360,Other,0.6
130,142,X360,Global,6.11
131,143,PS2,NA,2.45
131,143,PS2,EU,2.01
131,143,PS2,JP,0.87
131,143,PS2,Other,0.72
131,143,PS2,Global,6.05
132,144,GEN,NA,4.47
132,144,GEN,EU,1.2
132,144,GEN,JP,0.16
132,144,GEN,Other,0.19
132,144,GEN,Global,6.03
133,145,PS3,NA,2.63
133,145,PS3,EU,1.74
133,145,PS3,JP,0.83
133,145,PS3,Other,0.83
133,145,PS3,Global,6.03
134,146,PS,NA,3.18
134,146,PS,EU,1.83
134,146,PS,JP,0.78
134,146,PS,Other,0.24
134,146,PS,Global,6.03
135,147,PS3,NA,2.41
135,147,PS3,EU,2.28
135,147,PS3,JP,0.28
135,147,PS3,Other,1.01
135,147,PS3,Global,5.99
136,148,PS2,NA,1.88
136,148,PS2,EU,0
136,148,PS2,JP,2.33
136,148,PS2,Other,1.74
136,148,PS2,Global,5.95
137,149,PS3,NA,2.8
137,149,PS3,EU,2.05
137,149,PS3,JP,0.17
137,149,PS3,Other,0.9
137,149,PS3,Global,5.92
138,150,DS,NA,0.66
138,150,DS,EU,0.69
138,150,DS,JP,4.35
138,150,DS,Other,0.15
138,150,DS,Global,5.84
139,151,Wii,NA,3.66
139,151,Wii,EU,1.63
139,151,Wii,JP,0
139,151,Wii,Other,0.53
139,151,Wii,Global,5.83
140,152,PS,NA,1.88
140,152,PS,EU,1.47
140,152,PS,JP,2.02
140,152,PS,Other,0.45
140,152,PS,Global,5.82
141,153,PS,NA,2.26
141,153,PS,EU,1.89
141,153,PS,JP,1.36
141,153,PS,Other,0.23
141,153,PS,Global,5.74
142,154,DS,NA,3.13
142,154,DS,EU,1.94
142,154,DS,JP,0.07
142,154,DS,Other,0.58
142,154,DS,Global,5.72
143,155,PS4,NA,2.49
143,155,PS4,EU,2.05
143,155,PS4,JP,0.16
143,155,PS4,Other,0.96
143,155,PS4,Global,5.65
144,156,NES,NA,2.97
144,156,NES,EU,0.69
144,156,NES,JP,1.81
144,156,NES,Other,0.11
144,156,NES,Global,5.58
145,157,PS3,NA,2.54
145,157,PS3,EU,1.95
145,157,PS3,JP,0.21
145,157,PS3,Other,0.87
145,157,PS3,Global,5.57
146,158,N64,NA,2.95
146,158,N64,EU,0.6
146,158,N64,JP,1.97
146,158,N64,Other,0.04
146,158,N64,Global,5.55
147,159,X360,NA,3.28
147,159,X360,EU,1.65
147,159,X360,JP,0.07
147,159,X360,Other,0.55
147,159,X360,Global,5.55
148,160,PS3,NA,2.7
148,160,PS3,EU,1.91
148,160,PS3,JP,0.11
148,160,PS3,Other,0.8
148,160,PS3,Global,5.53
149,161,X360,NA,2.99
149,161,X360,EU,1.92
149,161,X360,JP,0.1
149,161,X360,Other,0.51
149,161,X360,Global,5.51
150,162,PSP,NA,0.47
150,162,PSP,EU,0.57
150,162,PSP,JP,4.13
150,162,PSP,Other,0.34
150,162,PSP,Global,5.5
151,163,GBA,NA,3.14
151,163,GBA,EU,1.24
151,163,GBA,JP,0.91
151,163,GBA,Other,0.2
151,163,GBA,Global,5.49
152,164,GBA,NA,2.62
152,164,GBA,EU,1.64
152,164,GBA,JP,0.99
152,164,GBA,Other,0.23
152,164,GBA,Global,5.47
153,165,GBA,NA,3.21
153,165,GBA,EU,1.11
153,165,GBA,JP,0.95
153,165,GBA,Other,0.2
153,165,GBA,Global,5.46
154,166,N64,NA,3.18
154,166,N64,EU,1.24
154,166,N64,JP,0.94
154,166,N64,Other,0.09
154,166,N64,Global,5.45
92,167,PS3,NA,2.72
92,167,PS3,EU,1.87
92,167,PS3,JP,0
92,167,PS3,Other,0.84
92,167,PS3,Global,5.43
155,168,PS2,NA,2.07
155,168,PS2,EU,2.29
155,168,PS2,JP,0.24
155,168,PS2,Other,0.82
155,168,PS2,Global,5.42
156,169,PS3,NA,1.97
156,169,PS3,EU,2.51
156,169,PS3,JP,0
156,169,PS3,Other,0.94
156,169,PS3,Global,5.42
157,170,PS3,NA,1.74
157,170,PS3,EU,1.24
157,170,PS3,JP,1.87
157,170,PS3,Other,0.52
157,170,PS3,Global,5.36
158,171,GB,NA,2.18
158,171,GB,EU,0.96
158,171,GB,JP,2
158,171,GB,Other,0.2
158,171,GB,Global,5.34
159,172,GB,NA,3.02
159,172,GB,EU,1.12
159,172,GB,JP,1.01
159,172,GB,Other,0.16
159,172,GB,Global,5.31
118,173,X360,NA,3.13
118,173,X360,EU,1.71
118,173,X360,JP,0.03
118,173,X360,Other,0.44
118,173,X360,Global,5.3
160,174,PS,NA,1.62
160,174,PS,EU,0.77
160,174,PS,JP,2.78
160,174,PS,Other,0.14
160,174,PS,Global,5.3
161,175,PS2,NA,1.92
161,175,PS2,EU,1.08
161,175,PS2,JP,2.11
161,175,PS2,Other,0.17
161,175,PS2,Global,5.29
162,176,N64,NA,3.33
162,176,N64,EU,0.79
162,176,N64,JP,1.09
162,176,N64,Other,0.06
162,176,N64,Global,5.27
145,177,X360,NA,3.1
145,177,X360,EU,1.56
145,177,X360,JP,0.08
145,177,X360,Other,0.51
145,177,X360,Global,5.27
163,178,DS,NA,1.22
163,178,DS,EU,2.48
163,178,DS,JP,1.03
163,178,DS,Other,0.52
163,178,DS,Global,5.26
164,179,PS,NA,2.3
164,179,PS,EU,2.46
164,179,PS,JP,0.2
164,179,PS,Other,0.28
164,179,PS,Global,5.24
165,180,PS2,NA,4.26
165,180,PS2,EU,0.26
165,180,PS2,JP,0.01
165,180,PS2,Other,0.71
165,180,PS2,Global,5.23
166,181,PS2,NA,0.65
166,181,PS2,EU,0.75
166,181,PS2,JP,3.61
166,181,PS2,Other,0.2
166,181,PS2,Global,5.21
167,182,PC,NA,2.43
167,182,PC,EU,2.15
167,182,PC,JP,0
167,182,PC,Other,0.62
167,182,PC,Global,5.2
168,183,GBA,NA,2.93
168,183,GBA,EU,1.25
168,183,GBA,JP,0.83
168,183,GBA,Other,0.2
168,183,GBA,Global,5.2
169,184,WiiU,NA,2.32
169,184,WiiU,EU,1.3
169,184,WiiU,JP,1.27
169,184,WiiU,Other,0.31
169,184,WiiU,Global,5.19
170,185,GB,NA,2.49
170,185,GB,EU,0.98
170,185,GB,JP,1.57
170,185,GB,Other,0.15
170,185,GB,Global,5.19
76,186,X360,NA,1.08
76,186,X360,EU,3.48
76,186,X360,JP,0.03
76,186,X360,Other,0.58
76,186,X360,Global,5.18
171,187,DS,NA,1.9
171,187,DS,EU,1.83
171,187,DS,JP,0.95
171,187,DS,Other,0.49
171,187,DS,Global,5.17
172,188,SNES,NA,2.1
172,188,SNES,EU,0.74
172,188,SNES,JP,2.2
172,188,SNES,Other,0.11
172,188,SNES,Global,5.15
173,189,3DS,NA,0.96
173,189,3DS,EU,2.02
173,189,3DS,JP,1.89
173,189,3DS,Other,0.28
173,189,3DS,Global,5.15
174,190,DS,NA,1.64
174,190,DS,EU,2.48
174,190,DS,JP,0.44
174,190,DS,Other,0.58
174,190,DS,Global,5.14
175,191,PS2,NA,1.98
175,191,PS2,EU,2.23
175,191,PS2,JP,0.13
175,191,PS2,Other,0.8
175,191,PS2,Global,5.13
176,192,GB,NA,2.71
176,192,GB,EU,0.61
176,192,GB,JP,1.7
176,192,GB,Other,0.11
176,192,GB,Global,5.13
177,193,X360,NA,3.59
177,193,X360,EU,1.11
177,193,X360,JP,0.05
177,193,X360,Other,0.38
